Project Name,Package Name,Type Name,Method Name,Code Smell
app,org.apache.roller.weblogger.business,TestTask,getInterval,Magic Number
app,org.apache.roller.weblogger.business,URLStrategy,getActionURL,Long Parameter List
app,org.apache.roller.weblogger.business,URLStrategy,getWeblogCommentURL,Long Parameter List
app,org.apache.roller.weblogger.business,URLStrategy,getWeblogCollectionURL,Long Parameter List
app,org.apache.roller.weblogger.business,URLStrategy,getWeblogPageURL,Long Parameter List
app,org.apache.roller.weblogger.business,URLStrategy,getWeblogFeedURL,Long Parameter List
app,org.apache.roller.weblogger.business,URLStrategy,getWeblogSearchURL,Long Parameter List
app,org.apache.roller.weblogger.business,UserManager,getUsers,Long Parameter List
app,org.apache.roller.weblogger.business,WeblogEntryManager,getMostCommentedWeblogEntries,Long Parameter List
app,org.apache.roller.weblogger.business,WeblogEntryManager,removeMatchingComments,Long Parameter List
app,org.apache.roller.weblogger.business,WeblogEntryManager,getTags,Long Parameter List
app,org.apache.roller.weblogger.business,WebloggerFactory,bootstrap,Long Statement
app,org.apache.roller.weblogger.business,WebloggerImpl,WebloggerImpl,Long Parameter List
app,org.apache.roller.weblogger.business,WeblogManager,getWeblogs,Long Parameter List
app,org.apache.roller.weblogger.business,BookmarkTest,testBookmarkCRUD,Long Statement
app,org.apache.roller.weblogger.business,BookmarkTest,testBookmarkCRUD,Long Statement
app,org.apache.roller.weblogger.business,BookmarkTest,testBookmarkCRUD,Magic Number
app,org.apache.roller.weblogger.business,BookmarkTest,_testBookmarkLookups,Magic Number
app,org.apache.roller.weblogger.business,BookmarkTest,testMoveFolderContents,Magic Number
app,org.apache.roller.weblogger.business,BookmarkTest,testBookmarkImport,Long Statement
app,org.apache.roller.weblogger.business,CommentTest,testCommentLookups,Magic Number
app,org.apache.roller.weblogger.business,CommentTest,testCommentLookups,Magic Number
app,org.apache.roller.weblogger.business,CommentTest,testCommentLookups,Magic Number
app,org.apache.roller.weblogger.business,CommentTest,testCommentLookups,Magic Number
app,org.apache.roller.weblogger.business,FileContentManagerTest,testCanSave,Magic Number
app,org.apache.roller.weblogger.business,FileContentManagerTest,testCanSave,Magic Number
app,org.apache.roller.weblogger.business,FileContentManagerTest,testCanSave,Magic Number
app,org.apache.roller.weblogger.business,FolderCRUDTest,testBasicCRUD,Magic Number
app,org.apache.roller.weblogger.business,FolderFunctionalityTest,testLookupAllFoldersByWeblog,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHitCountCRUD,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHitCountCRUD,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHitCountCRUD,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHitCountCRUD,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHitCountLookups,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHitCountLookups,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHitCountLookups,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testIncrementHitCount,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testIncrementHitCount,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testIncrementHitCount,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testIncrementHitCount,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testResetHitCounts,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
app,org.apache.roller.weblogger.business,HitCountTest,testHotWeblogs,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testGetMediaFileDirectories,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testDeleteMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testDeleteMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testCreateMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testCreateMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Long Method
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFilePaging,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testSearchMediaFileOrderBy,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testUpdateMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testUpdateMediaFile,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testGetDirectoryContents,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testGetDirectoryContents,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testGetDirectoryContents,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testGetDirectoryContents,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testMoveDirectoryContents,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testMoveDirectoryContents,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testMoveDirectoryContents,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testMoveDirectoryContents,Magic Number
app,org.apache.roller.weblogger.business,MediaFileTest,testStorageUpgrade,Long Statement
app,org.apache.roller.weblogger.business,MediaFileTest,testDirectoryDeleteAssociation,Magic Number
app,org.apache.roller.weblogger.business,PermissionTest,testPermissionsCRUD,Magic Number
app,org.apache.roller.weblogger.business,PermissionTest,testPermissionsCRUD,Magic Number
app,org.apache.roller.weblogger.business,PermissionTest,testInvitations,Magic Number
app,org.apache.roller.weblogger.business,PingsTest,testPingTargetLookups,Magic Number
app,org.apache.roller.weblogger.business,PlanetManagerLocalTest,testRefreshEntries,Magic Number
app,org.apache.roller.weblogger.business,SQLScriptRunnerTest,testParseOnly,Long Statement
app,org.apache.roller.weblogger.business,SQLScriptRunnerTest,testParseOnly,Magic Number
app,org.apache.roller.weblogger.business,SQLScriptRunnerTest,testSimpleRun,Long Statement
app,org.apache.roller.weblogger.business,SQLScriptRunnerTest,testSimpleRun,Long Statement
app,org.apache.roller.weblogger.business,UserTest,testUserLookups,Magic Number
app,org.apache.roller.weblogger.business,UserTest,testUserLookups,Magic Number
app,org.apache.roller.weblogger.business,UserTest,testRoleCRUD,Magic Number
app,org.apache.roller.weblogger.business,UserTest,testRoleCRUD,Magic Number
app,org.apache.roller.weblogger.business,WeblogCategoryCRUDTest,testBasicCRUD,Magic Number
app,org.apache.roller.weblogger.business,WeblogCategoryCRUDTest,testBasicCRUD,Magic Number
app,org.apache.roller.weblogger.business,WeblogCategoryCRUDTest,testCategoryCascadingDelete,Magic Number
app,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testLookupAllCategoriesByWeblog,Magic Number
app,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testMoveWeblogCategoryContents,Magic Number
app,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testMoveWeblogCategoryContents,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Long Method
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testAddMultipleTags,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testRemoveTagsViaShortcut,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTags,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTags,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTags,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTagTime,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTagTime,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTagTime,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Complex Method
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Long Method
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregatesCaseSensitivity,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregatesCaseSensitivity,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregatesCaseSensitivity,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testEntryAttributeCRUD,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
app,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Magic Number
app,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogs,Magic Number
app,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogs,Magic Number
app,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogEntries,Magic Number
app,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogEntries,Magic Number
app,org.apache.roller.weblogger.business,WeblogTest,testWeblogLookups,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAAutoPingManagerImpl,removeAutoPing,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,saveFolder,Complex Conditional
app,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,importOpmlElement,Complex Method
app,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getFolder,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getFolder,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getDefaultFolder,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getDefaultFolder,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getAllFolders,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,getMediaFileDirectoryByName,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,getMediaFileDirectoryByName,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,getMediaFileByOriginalPath,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Complex Method
app,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Missing default
app,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,searchMediaFiles,Missing default
app,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,upgradeFileStorage,Complex Method
app,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getServiceProvider,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getConsumer,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getConsumerByKey,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,JPAPersistenceStrategy,Complex Conditional
app,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,JPAPersistenceStrategy,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,refresh,Empty catch clause
app,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,isAlreadyQueued,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAPropertiesManagerImpl,initialize,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAPropertiesManagerImpl,getProperties,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAPropertiesManagerImpl,initializeMissingProps,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,registerLease,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,unregisterLease,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,unregisterLease,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,addUser,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUserByUserName,Complex Method
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,Long Parameter List
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsersStartingWith,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsersStartingWith,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUserNameLetterMap,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,checkPermission,Empty catch clause
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermission,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermissionIncludingPending,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermissionIncludingPending,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermission,Empty catch clause
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermission,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermission,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermissionPending,Empty catch clause
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermissionPending,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermissionPending,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,confirmWeblogPermission,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,confirmWeblogPermission,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,declineWeblogPermission,Long Statement
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,declineWeblogPermission,Magic Number
app,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,revokeWeblogPermission,Long Statement
